Uncivil Perplexity,Civil Perplexity
119.82041172992787,108.7643086567034
3.4661277833342594,3.4850510903006247
4.556764751406567,3.2146773455176736
43.13700313861,15.29513814171864
3.7695649992390514,3.3794093924049555
25.02800155430218,33.8603411996339
5.970060087967786,3.8170828526864007
5.3775351301234995,3.759307346384577
7.828989393477373,7.019929938549441
4.242325697162718,3.457311524580354
3.4373515473184355,3.4667455643551013
5.023592317760166,4.782838272185603
28.89214435323233,25.803932558491027
183.02563002479042,66.6875584751157
5.423321219009291,3.271189249171357
147097.57111423658,4.312842520333608
10.551831010171806,5.135959029146468
5.0159010784403035,5.1665023938747066
10.03164312467522,7.840495952417887
6.924604135475316,5.495575817792607
5.4250366820081295,5.1833684351767095
18.10063425775427,3.9715657174080485
4.887682191437961,4.05582642763418
3.6513618664377034,3.854343161384838
4.53425401894018,4.29866660198634
6.539808424826063,4.089994342209762
6.506485936147178,3.151433496570089
4.783259067854706,4.239180750516456
4.253561061219665,3.9204951940942614
3.156499478353412,2.606859433134376
3.6469716998291877,3.717778105594899
3.787297262296932,3.787297262296932
5.9385184860338915,6.227722679871406
17.733882505881983,14.31188931435513
33.785958272829404,5.8177910429137
9.543070295216015,6.278747272509748
5.1027565236935875,4.567150769167114
5.11380721946718,5.719231799263215
6.87413192011488,6.392176894932785
4.316439851226322,3.0030528927836353
5478.895401683192,3.1312742612119386
20.925338409186704,18.185221429147255
6.795451202501011,6.047607318279186
9.96914182885558,6.717938533017372
5.51814781921003,6.15981392324784
4.0862573995614495,3.6980420785042374
5.482005988738401,4.499534562522745
14.536662247136771,8.957541676742501
3.4810081959578003,3.1643449514529167
10.512024060448569,5.117373481135023
9.749825001091482,8.43288721224742
3.0563892330865654,2.9099994858818974
41.78040119433026,61.058977913074436
4.449135269779889,5.321030458425019
6.433076073814152,2.580672187824667
13.220992991745288,6.669805882404985
3.8372702921679416,3.6058201994627828
9.048726979467205,5.912491425932145
9.962218155624145,7.37018437110544
4.37764123239953,4.265129710704226
4.599999936417891,3.832130301875849
6.980886482289395,4.4357522494569235
8.473489324887279,4.495641010640674
5.429691143582167,3.4947553738167576
4.3028168139672065,3.472954274237907
10.40928893216924,4.765145412713485
27.07412570444297,23.865760588385783
6.615941665792218,4.64216036338516
6.4348938419407276,2.727189142197307
7.541760168175722,7.16322148852226
9.20607117140795,2.989791100377884
5.268514943716214,3.4599787101438477
5.642051474442763,5.4430665888073655
5.97196913665069,3.64497455726313
6.452066751167071,5.9627171547478754
4.817178471866575,9.702533410417898
5.4464326384066375,4.428778332270109
10.293657700842573,8.408690759384397
1782.7005677633983,7.203685751048885
116.93688558727902,98.04348176785687
6.433533918915653,4.440041693646479
4.723392580503921,4.205264166210332
8.81097594620011,4.725955254286878
4.204608508356488,2.9691328751579444
7.504778001494607,6.736083615883843
6.125982917340045,5.264188159957384
4.949232109864213,4.823075056220489
8.338795243856659,7.009262473035337
14.822654800909445,9.418562319878417
16.263708256171512,14.063379747407312
4.626220869010413,3.596136730731769
7.583723564217767,6.845407735732708
4.4683594037312355,4.5795843166569
6.716921542340068,2.961589925547805
5.430689325082335,4.7402833453972955
254.47684325650806,19.31765637899461
7.269867492520647,5.905279136493538
16.148770240664863,3.1957295562964965
6.139111958221393,4.775370467356441
4.624894729270574,2.9889465259216648
6.667761191423766,5.044448232160951
8.629589222128443,3.5877924878176835
17.175499572322227,4.312842520333608
5.42807450477933,3.7456972507313067
4.113681308599935,3.3076802101541425
14.517301271867579,8.327967006146391
15.31265935948758,6.441100363754411
4.067674269231549,4.875454139034108
5.107166749404352,3.9484320588057913
3.952056620657977,3.878409855633932
4.336097952785742,3.529133908990071
6.447734067193874,4.664049075640896
45.41140273576153,45.98823447572572
5.646138907874834,5.117817608403129
5.043719454560719,4.1666062290612365
5.575741946719384,4.034254493272418
13.349100740203768,9.53619243324039
12.094071317114603,5.4408135502112795
4.362355177004747,4.608934301664405
10.11117080445995,11.637680933377482
4.871974577937304,9.165093896094668
52.85233424695827,5.27243924181198
6.741986672394875,5.9265411364241665
5.771060718285452,3.355548210374794
5.960952471533099,4.773902549501864
5.28775972540892,4.4943378368361575
4.437196061629066,3.741280629315476
924.4573747697573,836.6105530122486
6.064759473791386,4.706334214203263
6.6777712042991775,6.684623155695845
11.657286382865882,4.924157948225401
8.810265938085095,3.6565605859246544
16.880711463334798,7.311817972898121
6.837572563474872,6.765599863161536
5.160707609759701,4.071143785461247
30.391243664562495,15.538627928571499
23.20914794178832,9.084662509204122
65.7595323115421,26.673947850619225
20.580925697862952,5.764297182388584
69.2629596619299,18.971418543716585
35.625110394641986,30.183271168211988
7.857742545391186,5.875542084869408
7.3517788729488345,6.203808417830385
10.256367587679495,3.5724125872753913
14.22233374589525,4.207125929444185
5.327307545795364,4.407602301655226
4.715868613880463,3.2802843382074327
9.426791399874524,3.446943143699984
91.32410635373418,63.20749355337491
7.486087251082637,7.1258279612552515
3.4655472934925493,3.07821043960864
6.323746501434619,3.092639651694803
3.433143388042962,3.479537858158676
5.098754897725309,5.199844450114463
5.824958975289615,4.394052963614288
6.726300505365761,5.826700069223626
5.764493025680403,5.202004524903273
4.551531769932804,5.313213817285637
4.996383456985422,3.0653347027753073
5.3582222986359955,5.144337817853684
8.006934354237096,4.312842520333608
6.256534945088849,4.819196243103408
852.7374548167887,4.774793263962757
7.117414734728208,12.381641453025871
4.440418037782792,3.2829499697469786
29.013109618805068,3.824097689334274
140.25723190415246,17.074341954014205
47.71056375985929,3.094194360869909
19.670077225062077,5.40884194268693
7.614031680946018,15.916011891803786
5.06920844890832,3.8365819093318216
5.2277449893274115,3.1619501382612887
1954.3140706458519,3.664712195765523
4.782780686498275,110.51487501417945
4.572589762066299,3.942059360529431
4.178928123303042,3.914455024732761
20.56016047149297,4.06663137323849
165.5371613065547,18.027453150515374
93.12526855012734,6.6268020415435105
11.730765807272556,84.3095756799311
307.8880762474864,3.3608241186493215
3.9661385123800295,14.030164267591113
8.158633958328373,3.5976246028239856
5.901889114698316,4.295170102560668
11.60776721298162,4.545568331625416
14.932019996734258,9.278978761162882
4.5364950495214025,13.488074509398283
7.4784503249321554,4.457828695949332
5.380795868463678,6.925009456612731
26.31343414425715,4.392639422622394
4.957693955738789,3.919233059433193
3.8253889253705204,4.306668119220335
4.599786628263963,2.861099162323089
1188.2856920256827,4.676229633012313
5.445877544808356,106.89391061455177
8.340604632712132,6.132006256052025
22.781209042370595,7.132018150649832
7.991976042002789,15.71933736859173
12.600175194106148,5.6697936365381
7.417739060438967,4.057746345891756
5.331009987969813,8.120105814449337
5.115636996336251,4.244453308308048
713.1454944520078,7.611995156887416
5.937705841939232,6.370191268725002
144.0906725512667,3.5073365932035845
25.049056510426798,43.19606721854779
8.574531191065075,7.712580899451717
4.018992564019822,5.729087309977774
5.420702191990326,3.967974821904025
9.165686085093506,3.249589453935206
4.706709003016007,7.001914988922916
262.2939016835537,4.553228749086753
3.374547589089275,14.686679234433381
4.499266377356112,5.175576945390402
16.073172609488463,2.861099162323089
11.753795127074316,13.617757187262093
5.0312725591266645,2.645382724059045
38.55783084035212,5.445149192024407
59.12163880945179,32.36366931247563
5.511320642678014,41.69396753243612
3.3673954455442754,3.896595138257789
5.300467700622357,3.462336318613868
12.226644247633455,4.032233690230602
5.8143999532030906,12.18654355248088
3.944524444374455,5.747248634536911
33.53051568760152,3.1845599265462714
5.262366726143253,25.973263457179492
5.635385390608273,3.3429686546987294
4.508767184568332,15.04544168914011
4.844305877702978,5.156608286954988
