Uncivil Perplexity,Civil Perplexity
119.82041172992787,101.14727522370106
3.4661277833342594,4.072907328186895
4.556764751406567,3.2302818520095142
43.13700313861,12.538615516200657
3.7695649992390514,3.125321679194278
25.02800155430218,27.080839710359427
5.970060087967786,5.601100491151168
5.3775351301234995,4.841659403833554
7.828989393477373,6.889117313066487
4.242325697162718,3.4879130566971943
3.4373515473184355,3.0568968147643054
5.023592317760166,3.9738706551128673
28.89214435323233,33.151221357814975
183.02563002479042,71.335565614923
5.423321219009291,4.0414607843120365
147097.57111423658,227.40358383657778
10.551831010171806,3.8136229952578797
5.0159010784403035,4.50760045142092
10.03164312467522,5.061254294994943
6.924604135475316,4.869120857588473
5.4250366820081295,5.437058181587097
18.10063425775427,9.928107377935172
4.887682191437961,3.7327904968492036
3.6513618664377034,3.1110062504973444
4.53425401894018,4.743101135324133
6.539808424826063,4.548341404390731
6.506485936147178,4.8989626120630465
4.783259067854706,4.372136511479083
4.253561061219665,4.949472243428149
3.156499478353412,2.8237947770260985
3.6469716998291877,3.54947959449469
3.787297262296932,3.1580573023681455
5.9385184860338915,5.9385184860338915
17.733882505881983,13.51514013849052
33.785958272829404,14.736851297882161
9.543070295216015,11.468583585994127
5.1027565236935875,3.825381629027142
5.11380721946718,5.033976468778749
6.87413192011488,6.41612580203146
4.316439851226322,3.035708329191268
5478.895401683192,33.52300188957226
20.925338409186704,13.99686038091478
6.795451202501011,6.828341247762767
9.96914182885558,8.452359788277768
5.51814781921003,6.485422096904681
4.0862573995614495,4.104169947213684
5.482005988738401,5.184428869763308
14.536662247136771,10.325966293159317
3.4810081959578003,3.71277737190762
10.512024060448569,6.444800874641313
9.749825001091482,9.189924311290687
3.0563892330865654,3.7992143027248395
41.78040119433026,41.78040119433026
4.449135269779889,5.162277234549349
6.433076073814152,4.1059659065732586
13.220992991745288,7.068586017485146
3.8372702921679416,3.4513833927841846
9.048726979467205,6.114548017441698
9.962218155624145,5.712170136911353
4.37764123239953,4.6342221577051514
4.599999936417891,3.9574985235710534
6.980886482289395,3.8649582652827084
8.473489324887279,7.056871227198016
5.429691143582167,3.6530080169111416
4.3028168139672065,3.8768206478596623
10.40928893216924,9.822873975887841
27.07412570444297,14.201525658377037
6.615941665792218,3.9056640915763277
6.4348938419407276,5.134304373109608
7.541760168175722,4.703072904329013
9.20607117140795,8.990495339076622
5.268514943716214,5.412059082689435
5.642051474442763,4.011939681986704
5.97196913665069,3.6739675479270404
6.452066751167071,6.0780942157679485
4.817178471866575,4.137153306109617
5.4464326384066375,4.410909003555051
10.293657700842573,6.883200308760752
1782.7005677633983,4.1977077514184815
116.93688558727902,103.85090417856519
6.433533918915653,5.2436350308757635
4.723392580503921,4.390563143654
8.81097594620011,5.279039726500741
4.204608508356488,4.53883512057048
7.504778001494607,6.8734976870389985
6.125982917340045,5.082333816795376
4.949232109864213,4.4288823399405315
8.338795243856659,7.7235094021286805
14.822654800909445,12.770026974737496
16.263708256171512,15.872485903047012
4.626220869010413,4.604880209833286
7.583723564217767,7.297344843641492
4.4683594037312355,4.4740519417702895
6.716921542340068,4.389048173916941
5.430689325082335,4.436583045144783
254.47684325650806,25.567482399443712
7.269867492520647,5.798885554792356
16.148770240664863,10.926616949302122
6.139111958221393,5.6034833629332725
4.624894729270574,4.067877934245145
6.667761191423766,6.025796766817074
8.629589222128443,12.525110530538257
17.175499572322227,2.9263721731958667
5.42807450477933,3.83560923600636
4.113681308599935,3.8622440842425974
14.517301271867579,8.307045860086225
15.31265935948758,9.878127989179006
4.067674269231549,4.52758992101262
5.107166749404352,5.080961120265312
3.952056620657977,3.7826020636248656
4.336097952785742,3.6717993552633574
6.447734067193874,5.943931634436356
45.41140273576153,26.567491871466636
5.646138907874834,4.41942974439918
5.043719454560719,2.8323555845198616
5.575741946719384,5.602538908534263
13.349100740203768,10.599374829791008
12.094071317114603,5.352198443458471
